image_id,fname,sample_1,sample_2,sample_3,sample_4,sample_5
318114,000000318114.jpg,the plate is holding food on it with silverware near a glass of orange juice,there is an orange slice on the plate next to the cup and fork,there is an orange on a white plate,there is a plate that has some food on it,a white plate topped with cake next to a fork and a glass
318138,000000318138.jpg,a woman in blue holding a nintendo wii game controller,a woman is laughing while playing a wii,a woman is playing a video game,a woman is smiling while playing a video game,an asian girl holding a remote control at a party
318238,000000318238.jpg,four dogs sleeping on a bed together in the day,four dogs sleeping in bed with a dog at the end,three dogs lay on a bed next to each other,"three dogs lie on a bed together, each sleeping",three dogs are sleeping together on a bed
318455,000000318455.jpg,plates and cupcakes on a table and cakes,a table is set with some cakes and cupcakes,a buffet topped with two plates of cupcakes and a cake,two plates with cupcakes and a cake,a table filled with two plated cup cakes and a cake on a plate
318908,000000318908.jpg,small dog sitting on the carpet looking into the camera,a small white dog with red hair sitting on a rug,a little white dog with orange hair on his head,white dog with orange hair and a red hat on,dog with orange wig sitting on carpet with clothes
319100,000000319100.jpg,two people siting on a couch and play video games,the man and woman sit on the couch playing video games,a man and woman sitting on the couch playing wii,two people are sitting on a couch playing wii,two people sit on a sofa playing a game
319184,000000319184.jpg,a couple of guys playing a game of frisbee,the two men are playing frisbee on the field,two young men on grassy field playing a game of frisbee,two men on a field playing with a frisbee,two guys playing a game of frisbee on a soccer field
319369,000000319369.jpg,"an outdoor area with rocks, signs and a horse",two people stand at the foot of large rocks,two people standing by some advertising signs outside of a business,some people are standing near a couple of tents,people looking at signs in front of the rental
319534,000000319534.jpg,a man is exiting the bus with his hands up,people are standing outside of a bus by the open doors,there is a man that is coming off a bus,some people are waving out of an open window,a man in a train waving from the window
319607,000000319607.jpg,an arrow that shows on the green light is visible at the street corner,a street light that has an arrow pointing to the left,a traffic light sitting on the side of a street,"a street scene with traffic lights, a bicycle lane and large building",a traffic light near a building on a street
319617,000000319617.jpg,a hot dog is on a plate near a glass of cold drink,the table is holding a plate with a hot dog and drink,hot dog and soda on a white tray,a hot dog on a bun and a beverage in a glass,the plate holds a hot dog and sodas
319696,000000319696.jpg,there is a red microwave that is sitting on a counter,a microwave on the kitchen counter is sitting next to a bowl,red microwave with buttons sitting on top of a stove,a red microwave oven sitting on a kitchen counter,the red microwave is in a kitchen near some jars and vases
319721,000000319721.jpg,a woman walking a horse along a sidewalk,a brown and white horse walking down a path near people,a woman walking a horse on the street,woman leading two brown horses along a trail,a woman standing next to a horse on top of a road
319935,000000319935.jpg,"living room with sliding glass doors, furniture and balcony view",a bedroom is shown with furniture and decor,a room with some chairs and a sofa,this is a bedroom with an outside view and sliding glass doors leading out onto a,a hotel room with a king sized bed and large windows
320232,000000320232.jpg,this is the outdoor view of public parking,a busy city intersection at a public park,the public parking sign is beside the sign on the building,there are cars and a bus stop on the street,"city intersection during the day with traffic, pedestrians, pedestrians and shops"
320425,000000320425.jpg,a group of giraffe standing next to each other,a bunch of giraffes that are standing around together,a herd of giraffes are standing around outside in their enclosure,many giraffes are gathered around a wood structure,the group of giraffes stand together in their zoo enclosure
320490,000000320490.jpg,there is a young boy playing baseball on the field,a boy swinging a baseball bat at a ball,a young boy is hitting the baseball with a bat,a young boy holding a baseball bat while standing on a field,a young boy swinging his baseball bat at a ball
320554,000000320554.jpg,a cat laying on the ground under a bench,a cat laying down underneath a park bench,the black cat is laying on the ground near the bench,cat lying on ground next to bench in wooded area,black cat laying on dirt ground next to a wooden bench
320632,000000320632.jpg,a group of zebras that are standing in the grass,a group of zebras standing in a field of grass,five zebras stand around together on a grassy plain,some zebras with each others neck up and there is a grass field behind them,four zebras huddled together in the middle of the savanna
320642,000000320642.jpg,two women smiling as they hold video game controllers,two women are laughing while playing a video game,two young women holding wii motes are smiling,two people holding video game controllers playing games,two women playing video games with their remotes
320664,000000320664.jpg,"there are two hot dogs, macaroni and cheese, and an onion ball",a plate topped with macaroni and cheese with a hot dog,a hot dog on a plate with macaroni and cheese,there is a plate with some food on it,"a plate with two hot dogs, macaroni and cheese, and a knife"
320696,000000320696.jpg,a man on a surfboard riding the waves in the ocean,a man riding on top of a wave in the ocean,a man in black wetsuit surfing on white board,man in wetsuit standing on a white surfboard,a surfer wearing a black wet suit riding a wave
320706,000000320706.jpg,a food processor has some ingredients in it,a blender on top of a counter next to some ingredients,there is a blender with all different ingredients,the blender has been blended into a mix,a blender on a kitchen counter filled with ingredients
320743,000000320743.jpg,several elephants and some people are riding them,a group of men riding on the backs of elephants,elephants are being guided by people in blue uniforms,a group of people sitting on top of some elephants,there are many elephants that are walking together
321118,000000321118.jpg,a laptop and two fuzzy red animal heads on a desk,two red fur hats are laying on the keyboard of a laptop computer,two brown furry red cats sitting on a laptop,the laptop is on with two small teddy bear feet on top,a lap top with two furry toy monkeys on it's side
321214,000000321214.jpg,a little boy in the process of blowing out his candle on his cake,a baby in a chair eating cake off the side table,a little boy with a plate and some cake,"small boy holding a piece of cake in front of him, and a slice of",a little boy eating a piece of cake with the number 3 on it
321333,000000321333.jpg,"two boys one holding a toy, the other sitting down",the two boys are holding their stuffed animals,two children holding stuffed animals on white cloth,two children holding stuffed animals in the old photo,two young boys one holding a stuffed animal and the other with a toothbrush
321557,000000321557.jpg,a black motorcycle is parked on the brick sidewalk,a black motorcycle parked on a brick sidewalk,a parked black motorcycle on brick walk way,a black motorcycle is parked on the pavement,a black motorcycle is parked near a building
321790,000000321790.jpg,a man in blue shirt holding a tennis racket,man holding a tennis racket on the court,a male in a blue shirt and white shorts holding a tennis racket,a male tennis player smiles with the ball in hand,a man in blue shirt holding a tennis racket
321887,000000321887.jpg,a close up of a sheep near a wall with artwork,this is an image of a sheep with white wool,an sheep looks at the camera with a colorful background,a sheep is shown in a glass display,a close up of a white sheep looking over a wall
322163,000000322163.jpg,a couple of men preparing some food in a kitchen,several men are in a kitchen preparing food,a man making food at a restaurant,a man in aprons preparing a pizza in a kitchen,several people preparing food in a large kitchen
322211,000000322211.jpg,there are many glazed donuts in the box,a number of donuts in a pan on the table,many small donuts are lined up on a sheet,a bunch of doughnuts in an open box,the donuts are in the box on the table
322352,000000322352.jpg,a table sitting inside of a room filled with furniture,an image of a dining room setting in the evening,an old style dining room table and chairs in an antique home,the formal dining table is empty and in front of the fireplace,an older looking room with antique furnishings
322429,000000322429.jpg,a shelf filled with china sitting below a mirror,several different color pottery on display in a cabinet,a shelf full of tea cups and saucers,"the shelves are organized nicely with teapots, dishes, and cups",a close up of shelves full of different kinds of bowls and dishes
322574,000000322574.jpg,a hot dog and french fries on top of a paper plate,a plate with french fries and a sandwich on it,a hamburger with fries is sitting in a paper bag,a paper bag and a sandwich with french fries on the table,a hamburger and fries on a plate with a drink
322610,000000322610.jpg,some women are holding umbrellas in the rain,people walking and talking near shops with umbrellas,black and white photograph of people on sidewalk with umbrellas,black and white image of people walking down the sidewalk,some people walking around on a sidewalk with umbrellas
322724,000000322724.jpg,woman in bright clothes on skis posing for a photo,a person with a backpack on on skis in the snow,a woman on skis is in the snow,a woman riding skis down the side of a snow covered mountain,the man is skiing with one ski attached
322829,000000322829.jpg,a white bench sits on grass in the middle of the woods,an ornate white metal park bench sitting on grass,an ornate white bench near the grass,an iron bench in front of some bushes,this old park bench has the best seat for it
322844,000000322844.jpg,a stuffed toy and small fish on the porch,a stuffed teddy bear and a fake fish sit on a chair,a stuffed fish next to a teddy bear,stuffed animals with bows and stuffed teddy bears on a deck,a teddy bear and an orange fish sitting on a bench
322864,000000322864.jpg,a picture of the street with taxi cabs and a yellow taxi,a street pole with two yellow signs on it near parked cars,a taxi cab driving past a tall building,a sign on a street with a dog on it,the signs on the pole are telling you what to see
322895,000000322895.jpg,a living room with furniture and big windows,a living room with a large glass window looking out onto the ocean,"a living room with a couch, chairs and table",there is a very large living room with many chairs and couches,two toned living room furniture set up with couches and coffee table
322944,000000322944.jpg,a woman with white makeup holding a gray teddy bear,"woman with doll in arms, wearing white and blue",a woman is holding a stuffed bear that is painted with blue and gray,there is a woman holding a teddy bear,a woman is holding a stuffed animal
322959,000000322959.jpg,a piece of wood with bread and some fruit,"bread slices, sliced fruit and jelly sit on a table","some fruits, and bread are laying on the board",a variety of cheese and other foods on a wooden tray,this is an image of a cheese plate
322968,000000322968.jpg,there is a colorful building that has a clock tower on it,a large green tower with a clock and a sky background,there is a tower like building with a large clock on top of it,a tall green and yellow tower with a clock,this building looks like it has a clock on top of it
323151,000000323151.jpg,there is a pizza sitting on the plate on the table,there is a small pizza on a table next to a drink,there is a pizza on the table with drinks,an assortment of pizzas sit on the table,a pizza on a white plate with a beer next to it
323202,000000323202.jpg,there is a toilet with the cover open,a magazine is sitting next to the toilet,there are seashells on top of the toilet,a toilet has seashells on the tank lid,the back of a toilet with shells painted on it
323263,000000323263.jpg,a group of people stand in front of a blue wall and talk on cell phones,a group of people standing around a food stand,two women at a street vendor selling fruit,people standing around fruit vendors near a blue building,a group of women and men standing next to each other near a food vendor
323355,000000323355.jpg,boy in yellow shirt holding a large pizza,a boy is standing holding a box full of pizza,young boy holding a pizza in the middle of boxes,the boy is holding a pizza box in the living room,a kid that is holding a box with a pizza
323496,000000323496.jpg,a child swinging his tennis racquet towards the ball,two boys play tennis on a court with other people looking on,the boy is swinging the tennis racket at the ball,a little boy hitting a tennis ball with his racket,a little boy who is hitting the tennis ball
323571,000000323571.jpg,a large street sign on a pole near a road,street sign for hollywood with a cloud filled sky in the background,hollywood sign on a street corner at a crosswalk,an intersection sign that reads hollywood ave,there is a hollywood street sign and cars are going past it
323709,000000323709.jpg,a passenger plane is sitting near the airport,a large airplane on a run way,an airplane that is sitting on a runway,an air craft on a tarmac with the sky behind it,the large plane is landing on the runway
323751,000000323751.jpg,the train is waiting to be picked up,there is a yellow and white train on the tracks,a passenger train driving down a track with trees,a train parked on the tracks near trees,a train on the tracks with people watching
323799,000000323799.jpg,a family posing for the camera while holding their frisbees,a group of friends are posing for a photo,a group of people holding up frisbees standing in the grass,a group of people posing for a photo while holding frisbees,a group of people posing together in the grass
323828,000000323828.jpg,three train tracks with trains moving through the distance,two passenger trains with lights in their cars traveling down the track,a train is traveling down the train tracks,a long train traveling down tracks near a bridge,two trains that are sitting on the tracks
323895,000000323895.jpg,a tennis player in action on the court,tennis player running for the ball in front of the fans,a man in yellow is playing tennis on the court,a man in a yellow shirt holding a tennis racquet,a person on a court with a tennis racket
324158,000000324158.jpg,man skateboards down the road with his dog on leash,the man is riding his skateboard with his dog,the skateboarder rides along an empty road while a dog walks beside,a man riding a skateboard with a dog on a leash,a person riding a skate board on a country road
324258,000000324258.jpg,two men are playing wii in the living room,a couple of men standing in front of a tv,two men standing around while playing with a remote control,a pair of young men playing with a wii game controller,two young men playing a game with remote controllers
324614,000000324614.jpg,a girl with two toothbrushes in her hands looking at herself,a woman who is holding two toothbrushes to her face,an asian woman brushing her teeth while looking at the mirror,a woman brushing her teeth in front of a mirror,a young asian woman brushes her teeth in front of a mirror
324715,000000324715.jpg,"a table with apple laptop and scissors, tape, and a package of samples","a table with a laptop, scissors and stickers",a computer sitting next to some scissors and tape on a table,"a pair of scissors, tape, and an apple laptop computer on a table","a laptop, craft supplies, and scissors on a wooden table"
324818,000000324818.jpg,three parrots sit together on a branch in the jungle,two colorful birds sitting on top of a branch,two blue and yellow parrots perched on top of a tree branch,two colorful birds are standing on a branch in a tropical setting,two yellow and blue birds are perched on branches
324927,000000324927.jpg,the pizza has been placed on the plate,a close up of two slices of pizza with one slice missing,two slices of pizza with one slice missing,half eaten pizza on plate with a bottle next to it,two slices of pizza on top of a white plate
325031,000000325031.jpg,the elephant statue is painted with pictures and words,there is a very big elephant statue at the park,an elephant statue with people inside it next to grass,an elephant statue with a design on it is near some grass,"a statue is on the ground, a blue background is visible in the photo"
325114,000000325114.jpg,a small table with some food on top of it in the bathroom,a red table and a urinal with a green salad on it,there is a table with some food on it and a urinal in the wall,the corner of a room with a sink and urinal,small bathroom with red table and urinal on the wall
325306,000000325306.jpg,a zebra standing up in the dirt by itself,two zebras with their backs turned facing each other,two zebras standing next to each other and one is touching his head,there are two zebras standing together outside,two zebras fighting in an enclosure at a zoo
325347,000000325347.jpg,a man on a tennis court swinging at a ball,tennis player stretching on the court to return volley,a man holding a tennis racquet on a court,a tennis player bends down and waits for the ball to be hit,a male tennis player returns the ball in the game
325483,000000325483.jpg,two people standing and playing a video game,there are two people playing with the nintendo wii,two people standing in a living room holding up nintendo wii controllers,two men standing and holding nintendo wii game controllers,two men playing wii in a living room
325527,000000325527.jpg,a stuffed bear sits on top of a box,a teddy bear sitting on top of a cardboard box,a teddy bear sitting on top of a cardboard box,a small teddy bear sits on the top of a cardboard box,the stuffed bear is sitting on top of the box
325838,000000325838.jpg,a woman sitting at a desk with a laptop computer,a woman is using her laptop at the office desk,a woman sitting in an office chair working on her laptop computer,woman sitting in a chair at a table with laptop,a young lady on a chair in front of a laptop computer with her arm around
325991,000000325991.jpg,the man is throwing a frisbee on the grass,a man in a red shirt holding onto a white frisbee,a man in a red shirt is throwing a white frisbee,a man standing on top of a lush green field holding a white frisbee,the man catches a frisbee in his hands
326082,000000326082.jpg,a living room with a black chair and a table,there is a living room with lots of windows and furniture,a living room and dining room with a lot of lights,the open living room has a wide door and some furniture in it,a living room with wood floors and a large television
326128,000000326128.jpg,a man stands in the snow while holding his skis,a snowboarder stands with their gear on top of the mountain,a snowboarder posing on a mountain top,snowboarder standing on top of a snowy slope,the man is posing for a photo on his snowboard
326174,000000326174.jpg,a group of people holding surfboards near the water,adults and children with surfboards on beach in sunlight,adults and kids with surfboards on beach near ocean,several people with surfboards standing on the beach,a group of people walking along the beach holding surf boards
326248,000000326248.jpg,the crowd is watching tennis match on a bright day,spectators watching the action at an international tennis match,tennis players standing on a court with crowd watching,the people are playing tennis on the court,several people playing tennis while on the stands look at something
326462,000000326462.jpg,a man holding up a red doughnut with sprinkles on it,an image of a hand holding a large donut,someone holding up a doughnut that has red sprinkles,a person is holding a pink donut with sprinkles,someone holding a half eaten donut with red sprinkles
326541,000000326541.jpg,people are using their cell phones as they watch the tv,a group of people are looking at their cell phones,a bunch of people are taking pictures of something on their phones,a group of people taking photos with cell phones,people taking photos of someone on their cell phones
326542,000000326542.jpg,the skier is coming down the snowy mountain,a man riding skis down a snow covered slope,a skier in a red and white outfit skiing down a hill,man on skis going down snowy hill in distance,man skiing on slope that has a sky background
326627,000000326627.jpg,this is an image of a city street with rainbow,the rainbow is shining over a city street,a rainbow behind a colorful double rainbow on a cloudy day,the street sign is showing that the arrow was left,a rainbow is seen above several buildings as a traffic signal sits on the side of
326970,000000326970.jpg,three people looking at notebooks while sitting on a bench,a group of people on a bench writing and using cell phones,"three people sitting together in a park, one on her phone",three people on a bench looking at a phone,four people sit on a bench with some books and their phones
327306,000000327306.jpg,the shadow of a skateboarder on a concrete ledge,the skateboarder is doing stunts in the sun,the skateboarder is riding his skateboard on the ledge,skate boarder riding his board up and down a wall,a man riding on the side of a ramp
327592,000000327592.jpg,a blonde woman wearing glasses holding a piece of chocolate cake,a woman is holding up a piece of cake,a woman eating a piece of cake with glasses on her head,a woman posing for a picture with a fork and slice of cake in her hand,a beautiful woman holding a piece of chocolate cake
327601,000000327601.jpg,a woman sitting in an artistic chair next to an empty vase,a woman sitting in a chair looking up,a woman sitting on a black chair with a vase,a woman sitting on a chair near a vase,the woman sitting in her chair is next to her large vase
327605,000000327605.jpg,a woman with skiing gear standing in the snow,woman in goggles and skis on snow slopes,a woman riding skis down the side of a snow covered slope,there is a woman on skis in the snow,a person on some skis in the snow
327617,000000327617.jpg,a woman wearing a tennis skirt holding a racket,a woman is holding a tennis racket by the net,an old photograph of a woman holding a tennis racquet,old photograph of a woman standing with a tennis racket,a woman standing on a tennis court with a racket
327701,000000327701.jpg,a woman taking a swing at a ball,a woman hitting a tennis ball on a court,a woman is taking a swing at a ball,women playing tennis on a tennis court near three children,a woman tossing a tennis ball to her boy
327769,000000327769.jpg,a cat lying in the sink and looking at the camera,a brown cat sitting in the sink near a toothbrush,a cat lays in a bathroom sink next to a counter,a cat is sitting in a bathroom sink,a cat laying in the sink of a bathroom
327780,000000327780.jpg,a fork is in a piece of cake,a fork is on a piece of cake,cake and fork with a blue rimmed plate,a fork and cake on a plate with white frosting,a slice of yellow cake being eaten with a fork
327890,000000327890.jpg,a couple of benches sitting next to each other,there are several benches in a courtyard at a city park,a row of wood and metal benches on a walkway,a bench that is in front of some plants,several benches are lined up outside in front of orange panels
328030,000000328030.jpg,three stuffed bears are displayed next to a christmas tree,several stuffed bears sitting beside each other near a christmas tree,two teddy bears sit with a bunch of christmas decorations behind them,the teddy bears are dressed up and posed with their skis,a group of teddy bears with hats on their heads
328117,000000328117.jpg,donuts sitting on top of the trays in a fryer,some doughnuts that are being cooked on an oven,a tray of doughnuts in which they are being prepared,a bunch of doughnuts that are being cooked,a grill with cooked doughnuts being prepared to serve
328238,000000328238.jpg,a man throwing a frisbee in a park,a person in a field with a frisbee,there is a man throwing a frisbee on the grass,the man has thrown a frisbee on a grassy field,a person in a field with a frisbee
328286,000000328286.jpg,several boats docked on water near tall buildings,an empty boat dock near the city with lots of skyscrapers,a boat sits in the water next to a pier with a dock sign,several boats sitting on the water in a city,a boat is docked on the water near the city
328337,000000328337.jpg,a young boy in a red shirt reaching up to throw a frisbee,a young person standing near a wooden structure,boy in red shirt swinging his arm towards a frisbee,a boy is throwing a frisbee at the goal,a boy in a red shirt catching a white frisbee
328430,000000328430.jpg,woman in pink outfit serving a tennis ball in front of a crowd,the woman reaches to return the tennis ball in the air,a person is holding their racquet up to hit the ball,a tennis player in action on the court,a woman holding a tennis racquet on a tennis court
328601,000000328601.jpg,the young man is ready to hit the tennis ball,a man with his tennis racket ready to hit the ball,a person in gray shirt and black shorts playing a game of tennis,a tennis player dressed in a gray shirt holding his racket and ready to swing,a tennis player is holding his racket as he prepares to serve the ball
328683,000000328683.jpg,the parking meter is decorated with strips of yarn,a parking meter on a sidewalk near some buildings,a parking meter covered in lots of yarn,a parking meter covered with yarn sits on a sidewalk,a parking meter covered in crochet yarn on the sidewalk
328959,000000328959.jpg,an old black and white photograph of a bath room,the bathroom is decorated in black and white,a bathroom scene complete with a toilet and sink,"a very tiny bathroom with a toilet, shower and sink",a toilet sitting in a bathroom next to a shower
329041,000000329041.jpg,a group of people are walking around with several different luggage bags,a person is holding many different suitcases outside,a red purse sitting in between several brown trunks,the woman is carrying a lot of luggage around,a pile of luggage is seen stacked together
329080,000000329080.jpg,a hotel room with two double beds with crumpled blankets on top of them,"two single beds with towels, pillows and clothes on top",two beds pushed together in a hotel room,two beds and some clothes in a hotel room,two beds in a small room with clothes and luggage on the floor
329219,000000329219.jpg,the dog has jumped into the kitchen to go in for the meal,a dog is walking in front of a man in a kitchen,a man in jeans is standing behind the counter,the person and his dog stand in the kitchen,a man standing in the kitchen with a dog
329319,000000329319.jpg,a cat is sitting on a wooden chair outside,a cat is standing on a bench by some chairs,a cat is sitting on a chair next to a table,a white and grey cat sitting on top of a wooden bench,a cat sitting on a wooden bench outside
329323,000000329323.jpg,the people are sitting on the ground together,people standing around and wearing colorful clothes while one man is pointing at something,a group of people standing around a man with a frisbee,people standing and sitting around each other on the ground,people watching another man tie the mans neck scarf
329447,000000329447.jpg,a herd of cows are in a field with a dog,several cows stand in a fenced in area while a dog runs,"three cows in the field, a black dog and a white and gray dog are",several cattle standing around in a field behind a fence,a cow in a field with five cows in it
329455,000000329455.jpg,a giant pizza sitting on top of a wooden table,a giant pizza sitting on top of a wooden cutting board,several people at a restaurant sitting around a very large pizza,some people sitting at a table eating pizza,a large pizza on a wood board with glasses and people
329456,000000329456.jpg,several people walking down the street holding food,a woman standing on the side of a road holding food,people crossing the street eating sandwiches on a sunny day,group of people on the road with one person holding something,a group of people walk across a street
329542,000000329542.jpg,a person is taking a photo of cupcakes,some kind of desert that is on top of a table,the hand of a person placing whipped cream on cupcakes,the finger on top of several cupcakes and someone is taking a picture,a camera that is setting up to see pictures of cakes
329614,000000329614.jpg,an old building has some tower like towers on it,a very big pretty building with some buses parked in front,the view of the building from across the street,a street in front of some old buildings,people crossing the road and cars driving on the other side
329827,000000329827.jpg,a woman skiing down a slope while surrounded by pine trees,skier skiing down slope with trees in the background,the skier in the blue jacket is going down the slope,skier in blue and white skiing down hill,a man that is skiing across snow covered ground
330369,000000330369.jpg,there is a boat with lots of people on it in the water,there is a small boat coming up the dock,a boat in a body of water with a rock wall behind it,there is a large red and white boat in the water,red and white boat with two men walking along it
330396,000000330396.jpg,there are two people that are standing on the beach,two people standing by the water with one holding a frisbee,a couple standing together on a beach,two people standing on a log looking out into the water,two people stand on a log by the ocean
330554,000000330554.jpg,there is a blender with yellow stuff on it in the kitchen,the blender is on top of the counter top,a blender that is sitting on a counter,a blender filled with brown liquid on top of a counter,an old blender is full of dirty food
330790,000000330790.jpg,there is an elephant standing with it's head close to the camera,there is an elephant with a chair on its back,an elephant standing on some dirt while holding something,an elephant is eating something on the other side of the fence,the elephant is standing in the shade near trees
330818,000000330818.jpg,a man in a kitchen cooking next to an oven,a man in a red shirt is taking orders from a restaurant,a man is working in a busy restaurant,a man standing in a kitchen holding a paper,man in red shirt cooking in restaurant kitchen
331075,000000331075.jpg,a dog runs on the beach near water,the dog is at the beach with his tongue out,there is a black and white dog running on the beach,a dog walking on the beach with water and sand around it,a dog stands at the edge of the water
331280,000000331280.jpg,a pair of people that are standing around horses,two white horses are being judged by their trainer,a couple of white horses standing next to each other,two white horses are being walked by some spectators,two white horses in an arena with spectators watching
331317,000000331317.jpg,large clock in a dark room with iron dividers,a clock in a station with many lights on it,a clock with decorative details is shown near large windows,there is an old looking clock in front of some windows,an ornate clock has been placed against the wall
331352,000000331352.jpg,a toilet with a large tank mounted to the side of it,an old yellow toilet sits in a corner next to a trash can,a toilet and an open scale in a small bathroom,a white toilet with a digital scale attached to it,a toilet in a bathroom with yellow tiles and gold paint
331569,000000331569.jpg,two strawberries sit on a plate next to a beverage glass,a pink drink sits beside two red strawberries,a milkshake with strawberries is displayed next to it,there is a drink on the table with strawberries on the plate,strawberries are on the plate near a glass of pink colored liquid
331604,000000331604.jpg,a surfer hanging from the parachute as he performs in the ocean,a man is kite surfing while wearing a yellow and black shirt,a man wind surfing on an ocean with his surfboard,there is a man in the air above the ocean,man on board being pulled by air while in the ocean
331799,000000331799.jpg,a lady reaching for food that is sitting on a table,a woman is preparing food at a counter,some people standing at an outdoor food stand with boxes of food,people standing at an outdoor table with some food,a woman is placing some food on a table
331817,000000331817.jpg,a tv screen behind a table with some food on it,a table topped with different types of food,a table that has some food and drinks on it,a woman is serving a meal on the dining table,a table set up with food and two beverages
332318,000000332318.jpg,a field with cows grazing in front of a mountain,cows graze in the meadow next to mountains,cows graze in the meadow below tall mountains,there are a lot of animals on the field,cows in an open field with a mountain backdrop
332351,000000332351.jpg,a group of people riding surfboards on top of waves,the people are out in the water on their surfboards,a number of people in the water with surfboards,people are in the ocean and some are on surfboards,a group of people that are surfing in the water
332455,000000332455.jpg,a pink toilet with it's lid closed and a white toilet paper roll,a pink toilet seat sits up in a bathroom,a purple toilet bowl with the lid open,this is a pink plastic toilet and someone has fallen in the toilet,there is a pink toilet with its lid up
332570,000000332570.jpg,a hand holding up a phone with the display on its display,an image of a hand holding a cell phone,there is a small cell phone held in a hand,a person is holding a cellphone and it shows their email list,the hand is holding the old cell phone in the palm
332845,000000332845.jpg,a man sitting at the window using a laptop,the person is sitting on the bed working on their laptop,a person sits in the shadows using a laptop computer,a man sits on his laptop in the dark in front of a window,person sitting on bed at sunlight streaming through window
332901,000000332901.jpg,two black and white sheep leaning over a wooden rail,a couple of sheep standing in a pen,two lambs in a pen near some other animals,the sheep are in their pen looking through the fence,two black and white sheep are leaning over a fence
333069,000000333069.jpg,two giraffes with long necks and necking looking at the camera,two giraffes are walking in the wild,the giraffes are enjoying the outdoors together,a pair of giraffes in the middle of trees,a giraffe on the right is sitting in the middle of a field
333237,000000333237.jpg,vintage photograph of an old style bedroom with a small table,a picture of the bedroom in an old apartment,vintage bedroom scene in victorian home with bed and desk,a vintage photo of a bedroom with floral curtains,a bed room with red roses all over the walls
333402,000000333402.jpg,a bus parked next to a bus stop where a man is getting on,a man that is standing next to a blue bus,a man getting on and off a bus at a bus stop,the bus driver is stepping in to the bus,two men wait for a bus to come to the stop
333697,000000333697.jpg,there are two traffic signs posted near one another,a no enter sign sits in front of an alleyway,two street signs next to each other on a sidewalk,two street signs and one no entry sign,a no entry and one way signs next to a brick wall
333745,000000333745.jpg,woman in white dress standing next to a blue bus,there is a woman with a pink dress under an umbrella,two people on the street under an umbrella,two women walk through the rain by a bus,a woman with an umbrella walking past a bus
333772,000000333772.jpg,a couple of cats lying on top of a computer desk,two cats laying next to each other on top of a desk,black and white cat laying on a computer desk,a black and white cat is laying down on a desk,a cat sits on the back end of a computer
333956,000000333956.jpg,a parking meter sitting on the side of a road near the water,a parking meter on the side of a street next to a lake,an old fashioned parking meter sits by the water,the parking meter is close to some water,the meter on the curb is empty next to the water
334006,000000334006.jpg,a police truck and a city street,a police garbage truck is parked on the side of the road,a blue trash truck and another white truck on a city street,an empty city street filled with garbage and police cars,a garbage truck parked in front of a building
334309,000000334309.jpg,man is taking picture of himself holding his camera,the man is eating a hot dog while taking a picture,the man is taking a photo with his phone of a hotdog,man taking pictures while he has hotdog in front of him,man taking a photo with his iphone of a hot dog
334371,000000334371.jpg,a street filled with two buses and some people,three white and blue double decker busses next to each other,two double decked buses on a city street,a row of buses driving past tall buildings,double decker buses stopped in the streets on the side of the road
334399,000000334399.jpg,a man holding a very old clock on a wooden table,man standing by a statue that has a clock inside,an older man holding up a clock on a table,an older man and a young woman watch an old fashioned clock,"a man holding a very big, fancy clock"
334417,000000334417.jpg,a man dressed in a suit eats pizza,a man in a suit eating something out of a white cup,a man in business suit biting into a piece of pizza,a man is eating pizza on a plate,a young man eats a slice of pizza
334483,000000334483.jpg,young children and women at a party cutting a cake,a table full of people and a cake,an image of kids at birthday party getting ready to cut cake,a group of people are sitting around a table,a group of people are around a table with some cakes
334521,000000334521.jpg,a pair of giraffes standing near one another behind a fence,the giraffes are walking by the tall trees,two giraffes that are next to each other,giraffes inside a fence looking around with a black bird nearby,a large giraffe standing next to a tall black bird
334530,000000334530.jpg,the man is riding a wave on his surf board,a surfer riding a wave in the ocean,a man is surfing in the blue ocean water,the surfer is riding a large blue wave,a man riding a surfboard in the middle of a wave
334555,000000334555.jpg,the cow is waiting for people to eat his food,a cow standing on the street as a couple men walk down the side walk,a black and white cow standing next to a pole,a black and white cow is standing on a sidewalk,a black and white cow stands near a yellow pole on a street
334719,000000334719.jpg,a woman and two children are playing soccer at the beach,an image of people playing frisbee at the beach,three people are walking through the beach with a woman and a boy,a person playing frisbee on a dirt field,group of people playing tug of war on sandy beach
334767,000000334767.jpg,cross country skiers move through a snowy area,cross country skis are racing in the snow,four people skiing on the snow in cross country ski gear,a group of people on cross country skiing,cross country skiers in a line on a ski slope
334977,000000334977.jpg,the front and back view of the nokia lumia,the nokia lumia smartphone has a new color for 2013,an image of a pink nokia lumia phone,a nokia phone is displaying the nokia logo,a pink nokia phone on a white surface
335081,000000335081.jpg,several stuffed animals hang from the branches of trees,stuffed toys hang up next to each other in the room,several teddy bears sitting on top of an animal,the teddy bears are posed next to each other,several stuffed toys are shown hanging on the ceiling
335177,000000335177.jpg,a street corner with a street name sign,a street that has a very nice home in it,the white van is parked near the corner of the street,a street corner with a white van in the background,a neighborhood with a house on the corner of a street
335328,000000335328.jpg,man surfing with woman in wet suit laying on surfboard,a couple of men riding surfboards on top of waves,there are two people surfing waves in the ocean,there is a woman surfing and a man surfing,two people surfing on the waves at the beach
