image_id,fname,sample_1,sample_2,sample_3,sample_4,sample_5
31817,000000031817.jpg,a man in a helmet sitting on a motorcycle,a man wearing a black helmet sitting on top of a scooter,a person riding a scooter on the street,a person sitting on top of a motorcycle while another is riding behind them,the young man is riding his motorcycle in traffic
32038,000000032038.jpg,a large pizza is shown on a wooden table,a pizza on a wooden platter being sliced,a large pizza is on top of a table,a large pizza sitting on top of a wooden cutting board,a pizza sits on a wooden table in the dark
32081,000000032081.jpg,a female tennis player returning a serve,a tennis player serving the ball in a tennis match,a woman standing on a tennis court holding a racquet,a woman standing on top of a tennis court holding a racquet,woman tennis player in motion hitting the ball
32285,000000032285.jpg,"a small bathroom that has yellow walls, tiled floor, and shelves",a bathroom with yellow walls and tile floors,a toilet sitting in a bathroom next to a white tub,the bathroom is clean and ready to use,a white toilet sitting in the corner of a bathroom
32334,000000032334.jpg,a man and woman sitting at a bar toasting with wine glasses,a couple of people holding wine glasses in front of each other,two people hold up wine glasses while smiling,two men at a bar posing for the camera holding up wine glasses,a man and woman are holding glasses of wine
32570,000000032570.jpg,a man on a surfboard riding a wave,this is an image of a surfer surfing,there is a man riding a wave on his surfboard,surfer riding an ocean wave under blue sky,a person is surfing in the water near a wave
32610,000000032610.jpg,a desk has three laptops and multiple cords on it,a desk topped with many laptops and backpacks,there are three laptops and many other electronics on the table,"four laptops, a case, a duffel bag and a backpack are sitting",four laptops are sitting in front of each other on a table
32735,000000032735.jpg,a person doing some ski stunts on a snow slope,a skier flying in the air after having jumped off of the ski jump,skiers are doing stunts on the slope,a person jumping in the air while holding a ski pole,a person is jumping with skis in the air
32811,000000032811.jpg,a bird that is sitting in the window,a bird standing outside of a window near a body of water,the bird is perched by the window ledge,the bird is perched on a ledge above the water,a bird perched on the window sill
32817,000000032817.jpg,the man is painting the toilet green on the floor,two men in a bathroom that is under the ground,two men are in the kitchen painting the floor,two men working in a toilet and cleaning the floor,two men doing something in the corner of a room
32861,000000032861.jpg,a person standing under an umbrella inside a room,woman holding an umbrella over her head while walking down a hall way,the person is standing in the hallway with their umbrella over their head,a woman walking down a hall while holding an umbrella,there is a woman that is holding an umbrella
32887,000000032887.jpg,the man wearing a backpack stands in front of a rocky stairway,there is a man that is standing on rocks near a fence,the man stands near the stairs and signs,a person standing next to a bunch of rocks,a young man wearing backpack standing at the top of stairs
32901,000000032901.jpg,four men are posing for a photo together,some men and one is smiling for the camera,two men and one man posing together with a wine glass,four men posing for a photo at a wine tasting,three men are posing for the camera together
32941,000000032941.jpg,an intersection with a yellow sign on the corner,yellow and black street sign near an intersection,a street corner is shown with the street light broken down,a broken street light on the corner of a street,a street view with cars and buildings in the distance
33005,000000033005.jpg,man holding a tennis racket ready to hit a tennis ball,a man holding a tennis racquet on a tennis court,a person standing on a court with a racket,a tennis player at the middle of his swing,man holding tennis racket preparing to hit ball
33104,000000033104.jpg,two people on skis are talking near a net,a number of skiers on skis in a large snow area,a group of people getting ready to go skiing,the people are preparing to ski on the snow,two people on skies are at a gate
33109,000000033109.jpg,a large truck driving down a road near houses,a semi truck driving down the street,truck is stopped at curb on rainy day in residential area,a blue truck with a trailer traveling down the street,a large truck traveling down a wet road
33114,000000033114.jpg,a plane taking off on the tarmac of an airport,an airplane sits on the runway behind two other planes,an airplane taking off from the airport on a foggy day,an airplane getting ready to take off from the airport,an airplane with it's landing gear deployed at an airport
33221,000000033221.jpg,a group of people standing around in the sand,group of people standing on the beach with people taking pictures,a group of people on the sand playing tennis,people stand and hold tennis racquets in the sand,a woman holding a baseball bat in a sand field
33368,000000033368.jpg,a man in blue shirt and white shorts playing tennis,the male tennis player is getting ready to return a serve,a tennis player wearing blue shirt and white shorts,tennis player on blue court holding racket in his hand,a man holding a tennis racquet on top of a tennis court
33638,000000033638.jpg,the woman is making a meal in the old kitchen,a young woman standing over an old fashioned stove,woman putting the sauce on an oven while preparing dinner,the woman is baking in the kitchen on an old black stove,a young woman in a kitchen looking into an old fashioned stove
33707,000000033707.jpg,two giraffes at the zoo one eating the tree,two giraffes are standing on rocks in front of a building,two giraffes are standing close together at the zoo,two giraffes stand by one another in their habitat,two giraffes in the foreground with a building and trees in the
33759,000000033759.jpg,the boy in the green jersey is swinging his baseball bat,a man in a baseball uniform swinging a bat,a baseball player that has his bat in the air,a boy in green jersey swinging at a ball with bat,a young boy getting ready to hit a baseball with a bat
33854,000000033854.jpg,several vehicles are parked near one another on the sidewalk,there is a group of motorcycles in this street,antique cars on the street of an outdoor city,two motorcycles and a car in a driveway,"cars, motorcycles and a bus on display at a city event"
34071,000000034071.jpg,parking meters on the street during sunset,two parking meters next to each other near a city,the sun is shining brightly in a city setting,two parking meters with sun setting behind them,two parking meters are in the foreground with buildings and traffic in the background
34139,000000034139.jpg,there is a luggage statue on the sidewalk,a very large luggage bag in front of a statue,two people standing next to a luggage bag on a pedestal,an older man with a younger man in front of a statue of a woman holding,a man standing next to a piece of luggage
34205,000000034205.jpg,there is food on a plate with broccoli and mushrooms,a close up of some food with broccoli and mushrooms,a plate full of chicken and mushrooms with greens,"a dinner plate features chicken breast, broccoli and mushrooms",some vegetables are laying next to meat and broccoli
34257,000000034257.jpg,a group of vegetables sitting next to each other,there are many vegetables that are on display,there is an abundance of different vegetables and flowers,the large selection of vegetables are displayed for sale,"several baskets with carrots, cabbages, kale and broccoli"
34417,000000034417.jpg,donuts are on conveyor belt behind a bakery window,people are watching donuts being made on the assembly line,doughnuts frying in an industrial kitchen while people work behind them,a donut factory filled with large conveyor belt covered in doughnuts,people watching doughnuts being made on the machine
34452,000000034452.jpg,a man holding a frisbee while standing in the woods,a man in the woods reaching down to grab something,a man stands in the woods holding an orange frisbee,person standing in forest wearing green jacket throwing frisbee,a person standing next to a large tree in a forest
34760,000000034760.jpg,a well lit bathroom with a shower and toilet,a picture of a bathroom with white cabinets and tan tile floors,a bathroom with tile floor and large mirror,"there is a bathroom with a tub, sink and shower",there is a white sink and toilet in this bathroom
34873,000000034873.jpg,"there is a sink, stove and counter in the kitchen",a kitchen with a large sink in the middle,an empty kitchen and dining room with a sink,a kitchen with wooden cabinets and a counter top,a large kitchen island with a sink underneath it
35062,000000035062.jpg,this is an image of a small child sleeping under blankets,child sleeping in the middle of bed with no sheets,a bed topped with black and white sheets,someone asleep in the bed under a blanket,a little boy laying in bed covered with a blanket
35197,000000035197.jpg,a black and white photo of someone riding their skateboard,a man riding up the side of a skateboard ramp,person riding skateboard on walkway near buildings and trees,a young man riding a skateboard down the side of a ramp,a person standing on a skateboard with their feet up
35279,000000035279.jpg,"a man lays on the floor next to two laptop computers, a book, and",a man laying on the floor next to a laptop,"a man lying on the floor in front of a laptop, book, tennis rack",there are many things laying around the floor,a man is lying on the floor next to various objects
35326,000000035326.jpg,a gas stove and some bottles on it,the electric stove is in the corner of a kitchen,a kitchen with a black oven and tiled wall,an oven with three burners is against the wall,the stove is clean and ready to use
35682,000000035682.jpg,there is someone at a table with donuts and coffee,there is a person sitting at the table eating doughnuts,a young man looks up as he eats a chocolate covered donut,there is a man sitting at the table eating doughnuts,a young man looks at the camera as he eats his doughnuts
35770,000000035770.jpg,a sink and mirror in a small bathroom,a white bathroom sink sitting next to a toilet,the bathroom is designed like a cow themed bathroom,"a bathroom with a sink, toilet and a cow theme decoration",a bowl and a toilet are in a bathroom
35963,000000035963.jpg,two stuffed teddy bears on the ground next to a grave marker,there are some teddy bears posed on top of a statue,a statue on grass holding two teddy bears,a cross with two teddy bears on top,a statue has teddy bears on top of it
36494,000000036494.jpg,a large group of people are at a cafe,people are eating and drinking in a restaurant with a large clock,a large group of people sit inside an eating hall with a huge clock on the,there are many people sitting at tables and standing,there are people that are sitting at tables in front of a big clock
36539,000000036539.jpg,two people that are skiing down a slope,two snowboarders stand at the top of a slope,two people are skiing on a snowy mountain,a person wearing snowboards and a child with skis,two people are snowboarding down a slope
36660,000000036660.jpg,someone wearing sandals and flip flops next to a phone and cell phone parts,three electronic devices sitting on top of a wooden floor,"two cell phones and one with cracked display, sitting on a table",some old and broken cell phones are on the floor,cell phone broken open to pieces and being replaced
36678,000000036678.jpg,a large building has two towers and some clocks,a building with a clock tower at night,boats on the water near a city at dusk,boats on the water with buildings in the background,there are several boats floating by in the water
36844,000000036844.jpg,an empty living room with several chairs and windows,this is an image of a small living room,a living room that has many different types of furniture,there is a room full of furniture in it,the sun shines through two windows in this living room
36861,000000036861.jpg,a parking meter standing in front of a store,a parking meter is shown in front of a store,two parking meters in the shape of a double coin machine,a pole that has two meters in it,a parking meter sits in front of an advertisement
36936,000000036936.jpg,two people are sitting on a couch and watching a tv,two people are sitting on a couch watching tv,young people sitting on a couch playing games on the television,a group of people playing video games in their living room,the group of people are playing video games
37670,000000037670.jpg,a toilet with buttons on it being held,a person holding a video game remote near a toilet,a person holding a remote control above a toilet,a toilet and a hand pressing button on it,someones hand holding something near a white toilet
37689,000000037689.jpg,snowboarders ride the side of a small ramp and do tricks,a snowboarder in mid - air on a steep snowy ramp,a man is doing tricks on his snowboard,a man is doing tricks on his snow board,a man riding a snowboard down a ski slope
37740,000000037740.jpg,a desk with a lamp a chair and a laptop,"an office space with desk and chairs, a chair and a laptop",the small desk is very compact for a computer,a computer desk and lamp on a room,"a room with a desk, chair and computer on it"
37751,000000037751.jpg,there is a man on his motorcycle going down a mountain,a person with their motor cycle on the road,man on motorbike in a mountainous area under a cloudy sky,the motorcyclist is riding down the mountain road,a man riding on the back of a motorcycle down a dirt road
37777,000000037777.jpg,kitchen with white appliances and light wood cabinets,a kitchen filled with appliances and furniture,"a kitchen with a sink, refrigerator, microwave and table with fruit on top",a fruit bowl is on the kitchen table,there is a plate with oranges on it in the kitchen
37988,000000037988.jpg,a woman wearing a black skirt holding a tennis racquet,a women who is holding her racket up in the air,a woman wearing a white shirt is playing tennis,a woman is trying to hit a tennis ball,tennis player swinging a racket in an indoor court
38048,000000038048.jpg,a fire hydrant on the sidewalk next to a pedestrian walk sign,a fire hydrant on the side of the street with people walking in the distance,the fire hydrant has no fire extinguisher at all,the fire hydrant is red and yellow and the pedestrian crossing sign is yellow,the fire hydrant is next to a road side walk sign
38070,000000038070.jpg,the view down into a toilet and rugs,a small toilet and a trash can in a room,an aerial view of a toilet in the corner,a bathroom with white walls and a toilet,a bathroom with toilet in the corner
38118,000000038118.jpg,a skier skiing across snow covered field next to mountain,person in orange coat skiing on snowy mountain,there is a skier that is coming down the mountain,a man on skis going up a hill in the snow,a person in snow gear is skiing down a hill
38210,000000038210.jpg,a man on skis going downhill in the mountains,the skier is skiing in a beautiful snow capped mountain,a man is skiing down a snowy hill,a man in ski gear skiing down a snow covered slope,a person on skis skiing down the slope
38576,000000038576.jpg,"a laptop, keyboard and mouse on a desk",a desk that has a computer on it and is black and white,a black and white photo of a desktop computer and mouse,a computer sitting on top of a desk next to a mouse,there is a desktop computer sitting on top of a desk
38678,000000038678.jpg,a woman smiles while holding a bagel in her hands,a woman holding up an open bagel,a woman holding up a white plate with a bagel,a woman sitting down holding a large bagel,a woman holding a plate with a bagel on it
38825,000000038825.jpg,two zebras eating some grass by a fence,a couple of zebra standing on top of a lush green field,two zebras standing next to each other eating grass,there are zebras that are eating some grass,two zebras grazing in the grass of their enclosure
38829,000000038829.jpg,two men on green bike with people in background,the man is riding the bicycle on the road while the woman is walking,a couple of men ride down the street on bicycles,two boys sit on a bike and ride past another motorcycle,two men riding bicycles in the street
39405,000000039405.jpg,two people playing doubles tennis on a grass court,tennis player on field with crowd watching in stands,a couple of women are playing tennis on a court,two women are playing tennis on the tennis court,two tennis players are playing tennis with the crowd
39477,000000039477.jpg,an image of a living room setting with a television and a couch,a living room with tv and couches is pictured,"a couch, window, and plant in a small room","a small living room area with couch, television and plants on the wall",a living room with a couch and a television on
39480,000000039480.jpg,"woman tennis player, red dress, tennis racket on a clay court",girl on a tennis court standing with her racquet in hand,a woman with a tennis racket and hat on,a woman with a tennis racket walks on a court,a tennis player walking with a racquet on a court
39484,000000039484.jpg,an image of people walking across the street,a city street filled with lots of traffic,a busy street with traffic and a sign indicating where to go,a street filled with traffic on a cloudy day,several cars stopped at the street lights in front of stores
39551,000000039551.jpg,a female tennis player in action on the court,the tennis player is swinging her racket for the ball,a female tennis player playing on a blue court,a woman wearing red swings a tennis racket at the ball,the tennis player is getting ready to hit the ball
39670,000000039670.jpg,the train is traveling on the tracks through the grass,there is a train going through a lush green area,a passenger train is going down the tracks near trees,the train is on a track between some trees and bushes,a blue and orange train traveling through tall grass
39769,000000039769.jpg,two cats laying together on a pink blanket with remotes,two cat sleeping on top of pink material,two cats sleeping together with their paws on a remote control,two cats sleeping on a sofa with a remote on top,two cats sleeping on the sofa together while one lays on its back
39785,000000039785.jpg,a person is surfing on the river waves,a surfer is seen riding a white water rapids,person surfing on large rough rapids and water,a man is riding a large wave on his surfboard,a man surfs down a wave in the middle of a body of water
39914,000000039914.jpg,two women standing on top of a lush green field,a person flying a kite in a large field,two women and one child on the grass in a field,a woman holding a kite while standing next to a child,a woman is trying to launch a kite with her kid
39951,000000039951.jpg,a man holding a tennis racquet on a court,a tennis player hitting the ball with a racquet,the boy is on the tennis court holding a racquet and ball,a boy about to hit a tennis ball with a racket,a tennis player about to serve the ball
39956,000000039956.jpg,a messy bedroom with various things strewn about the floor,a bedroom with lots of junk around it,"a messy room with a full bed, trash and pieces of luggage","messy room with messy beds, luggage and a door",a messy room that has some furniture on the floor
40036,000000040036.jpg,a person riding on the back of a brown horse,a person on a horse jumps over a obstacle,a jockey riding a brown horse over an obstacle,a person riding on the back of a horse jumping over an obstacle,a rider riding a brown horse over an obstacle
40083,000000040083.jpg,two guys are sitting under an umbrella on the sidewalk,two men sitting at an open market on the sidewalk,two men sitting at a table on the sidewalk under an umbrella,the man in the white shirt is having a meal under the umbrella,a couple of men sit under an umbrella
40471,000000040471.jpg,a kitchen with two stove top ovens and a ceiling fan,a kitchen with white cabinets and light fixtures,this kitchen has a large fan and several appliances,a small white kitchen with open ceiling fan,a large white kitchen with two chandeliers above the stove
40757,000000040757.jpg,a young child laying on a bed with the night light turned on,a little boy laying in a bed with his head up,a child in bed sleeping on a pillow,a small kid in white shirt laying down,a child sleeping on a bed that has lots of cartoon pictures on it
41488,000000041488.jpg,the green freeway sign is clearly visible for us to see,the highway sign is clearly visible for all to see,an interstate sign with east 207 and queens bronx,the freeway exit sign has been changed in english,a green sign sits on a steel structure with a sky background
41633,000000041633.jpg,two cars that are parked next to each other,a red classic pickup truck parked by itself,a vintage red truck with an open flat bed is parked in a lot,an old red truck parked in a parking lot,the large red truck is parked along with other trucks
41635,000000041635.jpg,three white cows with long hair are looking at the camera,three cows are behind a barbed wire fence,three cows in the background looking straight ahead,a number of cows behind a fence in the wild,black and white photograph of four cows with short horns standing behind a fence
41872,000000041872.jpg,a bedroom with a fireplace and television mounted above it,there is a bedroom with a fireplace and television,there is a fireplace in the middle of this bedroom,the bedroom has a stone fireplace and built in tv,a large bedroom with a fireplace and television
41888,000000041888.jpg,a group of three birds on a dry grass hillside,three birds that are standing in the grass,four birds walk in a group around on a dry grass area,a group of three birds walk on the ground,three birds standing near each other in the grass
41990,000000041990.jpg,three people in ski gear posing for the camera,three people posing for a picture on skis in the snow,a group of three skiers on a snowy slope,three people holding snow skis while standing in the snow,three people posing for a photo while wearing their skis
42070,000000042070.jpg,the front of a white bus on the street,the front of a white bus stopped on a street,a white bus is on the road by a building,a bus driving down the street near a building,a bus parked at a stop with blue sky in the background
42102,000000042102.jpg,a young man in a kilt and jacket posing for the camera,the man is dressed in kilts and a scottish dress,"a man with a kilt, purse, and skirt posing for a photograph",a man in a kilt and skirt holding a black bag,a man wearing a kilt in front of a red carpet
42178,000000042178.jpg,there are many train carts on the tracks,a train yard with several trains on the tracks,a train station is pictured in a foggy sky,train track with trains on the tracks in fog,many electric wires and trucks on the road
42276,000000042276.jpg,shoes and hats lay on the floor in this bathroom,two young men standing in a bathroom with open jackets around them,an image of a small bathroom area with a toilet and many ski equipment,this is a view of a messy bathroom floor,a photo of some kids and their gear in a room
42296,000000042296.jpg,the white polar bear plays in the pool with a colorful ball,a polar bear holding onto two balls in water,a polar bear playing in the water with some balls,a polar bear playing with ball in the water,a polar bear plays with three balls in the water
42528,000000042528.jpg,a photo of someone holding their cell phone in one hand and the other,someone has left their cell phone on the chair while he sits at a table,a person is holding a cellphone with their foot on a chair,two pictures of a person holding a cell phone,"a persons legs, two photos, one that are holding a cell phone"
42563,000000042563.jpg,a yellow train moving along the tracks through snow covered woods,a train traveling down tracks next to snowy trees,a yellow train traveling through the snow with no clouds,a train traveling on a track in the snow,the train is going down the snow covered track
42628,000000042628.jpg,this is some snow piled to the side by a building,people are walking through a bunch of snow piled with a building in the background,a group of people walking near piles of snow,there is a large pile of snow that has been cleared off,people are walking through the snow by some fire hydrants
42888,000000042888.jpg,a traffic sign on a pole with other signs below,a group of cars parked next to a building,a sign that is sitting on the side of the street,a no parking zone with a town zone sign and a no turn zone sign,this street sign has a funny design on it
42889,000000042889.jpg,"a teddy bear sitting in front of a keyboard, with some remotes and phone",a stuffed bear with glasses sitting in front of a computer keyboard,a teddy bear wearing glasses sitting next to a keyboard,a teddy bear sitting next to a computer and a keyboard,teddy bear with electronic equipment sitting in front of a keyboard
43314,000000043314.jpg,a person on skis jumping into the air in front of trees,there is a picture of someone performing a trick on their skis,an image of a man doing a trick on skis,a skier makes a jump off a mountain slope,a man riding skis down a snow covered slope
43435,000000043435.jpg,two surfers in the middle of two huge waves,two surfers on their surf boards surfing together,two surfers in the water at dusk riding waves,two people are on surfboards in the ocean as one man stands on his board,two people are on surfboards in the ocean
43581,000000043581.jpg,a pizza on a pan sitting next to a fork,a pizza sitting on a table with a jar on the table,"the pizza has many toppings, but it is well prepared",pizza sitting on metal serving platters on table,a personal size pizza with mushrooms and other toppings on a table
43737,000000043737.jpg,an old clock is standing on the side of the street,a very large clock in a snowy city,there is a large clock that is on the street corner,the clock is on the sidewalk near the street,a clock sitting on the side of a snow covered road
43816,000000043816.jpg,a man hitting a ball with a bat at home plate,a baseball player swings his bat with a catcher and umpire behind him,a man in white and red baseball uniform swinging a bat at a ball,the baseball player is swinging at a low pitch,a baseball player hitting a ball with a bat
44068,000000044068.jpg,a brown teddy bear sitting on a red chair,teddy bear sitting on a brown chair in front of a curtain,the teddy bear sits on a leather chair,a teddy bear sits on the brown leather chair,a teddy bear in a chair with a bow tie
44195,000000044195.jpg,the man is getting ready to ski,two men standing on a mountain holding snowboards,two people are on top of a mountain holding snowboards,there is an adult and a child holding snowboards on top of a hill,the person is carrying his snowboard with their hand
44260,000000044260.jpg,an apple tree has fallen down and red apples are still growing,an apple tree with apples in the fall season,a small circle shaped hole in the middle of a tree trunk,an apple tree that has red apples on it,an apple tree that has an evil looking ring on it
44279,000000044279.jpg,two men preparing food inside of a kitchen,three people preparing food in a restaurant kitchen,two men in a kitchen preparing food,two men working in a commercial kitchen cooking food,a couple of men in a kitchen preparing food
44590,000000044590.jpg,the men are standing near the many parked motorcycles,several people waiting for a few motorcycles to come in,the motorcycles are lined up on the beach along side the water,a group of people standing by the side of a road,there is a crowd of people standing near the road with their motorcycles
44652,000000044652.jpg,a airplane is flying in the sky above some clouds,a plane is flying high in the sky,small plane flying in cloudy sky and leaving smoke behind,an airplane in the sky flying high up,an old style fighter plane flying through the clouds
44699,000000044699.jpg,several white sheep standing on a grassy hill near some water,a group of animals standing on the side of a green mountain,a flock of sheep in the mountains grazing on grass,several sheep standing on the top of a mountain,three sheep standing on a rocky mountain next to water
44877,000000044877.jpg,two people in wheelchairs play a game of tennis,woman in a wheelchair with a child behind her,two people in wheelchairs playing tennis indoors,the girl is in a wheelchair and she is holding a tennis racquet,a woman sitting in a wheelchair holding a tennis racquet
45070,000000045070.jpg,a girl wearing a cowboy hat riding a horse,a little girl in a cowboy hat rides a horse with her cow,a small girl with a hat on is riding a horse,a little girl sitting on the saddle of a horse,a girl with a hat sitting on a horse
45090,000000045090.jpg,two people surfing on the ocean waves on their boards,surfers on their surfboards are riding waves in the ocean,two surfers are out on the ocean and riding the waves,two surfers in wetsuits ride a large wave,two surfers are riding the waves in the ocean
45229,000000045229.jpg,there is a picture of an inside of the kitchen,there is an image of a kitchen with light coming through,this kitchen has a window that opens to reveal sunlight,the kitchen counter and windows have a light on,the small kitchen with an empty counter has a dish rack
45472,000000045472.jpg,a bunch of fruit sitting on a red shelf,some fruit is placed next to an assortment of candles,the pineapple stands next to the bowls with fruit on them,fruit displayed on red table and plates with cups,fruits in a kitchen next to a teapot with a straw and cups
45550,000000045550.jpg,a man holds up a plate with a slice of food on it,a smiling man with glasses and beard holding a piece of pizza,man at table with plate of food in dining room,man with plate full of food and holding his thumb up,a man smiles as he holds a plate of food
45596,000000045596.jpg,a bunch of bikes that are outside of some buildings,the view out of a window at a building with bikes on the street,people walking with umbrellas and bikes near tall buildings,people are walking and holding umbrellas in the rain outside of a tall building,some bikes are parked on a brick walkway
45728,000000045728.jpg,a fork sits near a piece of bread with macaroni and cheese on it,a close up view of a food item with noodles,some kind of macaroni dish with a fork,a close up photo of noodles on a fork,a close up view of a plate with some kind of meal
46031,000000046031.jpg,two laptops sitting side by side on a table,a laptop sitting on top of a table next to a mouse,a laptop computer sitting on top of a desk,two laptop computers sitting on top of a table,a laptop computer that is sitting on the desk
46048,000000046048.jpg,the little girl is sitting on the bed,a girl sitting on a bed reading a book,a child sitting on top of a bed in a bedroom,the little girl is sitting on a made bed,there is a young girl laying on the bed looking at her photos
46252,000000046252.jpg,a man holding a bat standing in the middle of a baseball field,"the batter, catcher and umpire during a baseball game",a baseball player stands at home plate waiting for the pitch to be thrown,a batter stands with the bat behind him during a baseball game,a baseball player is standing at home plate
46378,000000046378.jpg,the cat is eating a dead bird on the ground,a cat has its head on the fish and is eating it,a cat is feeding a dead bird with it's mouth,a cat in front of a dead bird that's laying on the ground,a cat and a dead bird are lying together
46463,000000046463.jpg,someone holding an english muffin with a side of vegetables on a plate,"a sandwich with tomato, onions, and lettuce in it","a sandwich with a tomato and lettuce, in a bun",a person is holding a sandwich in their hand,a hand is holding a sandwich with sliced up vegetables on it
46497,000000046497.jpg,three little girls sit on the bow of a sailboat,two little girls riding on top of a sail boat,a woman with a child on the back of a boat,two girls wearing hats sit on the end of a boat and touch their hair,two girls sitting on the back of a boat
46804,000000046804.jpg,a large white sheep standing on top of a lush green field,there is a lamb that is walking on the grass,there is a sheep with it's ears shaved,a sheep stands in a field and stares ahead,a sheep stands alone in a grassy field
46872,000000046872.jpg,two men on the back of a flatbed truck,a man standing next to a tractor trailer with an air tank on top,a man is looking at a crane on the back of a truck,two people are unloading equipment onto the back of a truck,a man is pulling the back of a big semi - truck
47010,000000047010.jpg,three giraffes and a gazelle are walking around the zoo,some giraffes are walking around with trees and bushes in the background,three giraffes walking along side of a river in an enclosure,a group of giraffe walking across a dirt road,three giraffes walking near some trees on the ground
47112,000000047112.jpg,the pizza is on the white plate on the table,pizza and glass of wine on a table in a restaurant,the plate has food and wine on it,a pizza on a white plate in front of two wine glasses,a pizza sitting on top of a white plate
47121,000000047121.jpg,a black cat with its head in a water faucet,a black cat drinking from a white sink,a cat drinking water out of a sink faucet,cat in the sink drinking water from a faucet,a cat playing with a water faucet in a sink
47571,000000047571.jpg,two people in the back of a horse drawn carriage,a couple on a horse drawn carriage sitting on top of a puddle,there are two people riding a horse drawn carriage,there are two people riding on a horse drawn carriage,a horse drawn carriage carrying two people in a puddle
47585,000000047585.jpg,a man and woman wearing suits and holding an umbrella,man and woman in wedding attire hold an umbrella for their photo,bride and groom holding umbrellas on a grassy field,a bride and groom are under an umbrella outside,there is a man and woman that are on the grass
47740,000000047740.jpg,a man laying in the sand under several colorful streamers,a man laying on the beach near some colorful ribbons,two men sitting in the sand next to each other,a person is laying on the beach under some streamers,people are laying in the sand at a beach
47769,000000047769.jpg,a living room with brown furniture and a small television,a living room filled with furniture and three window,"a small living room with couch, chair and table",a small room with some chairs and a table,the small living room has some lights on and a table and chair with barsto
47801,000000047801.jpg,a man that is sitting down with a plate,a man eating food with a spoon in his mouth,a man with glasses eating cake from a white plate,a man is eating cake with a fork,a man eats from his plate outside in the grass
47819,000000047819.jpg,a man standing next to a brown horse with a basket,a man standing next to a horse with luggage on its back,the donkey has bags on it's back as it walks by with his man,a man standing next to a horse carrying some stuff,the man is standing next to his horse
47828,000000047828.jpg,a large bridge with a lot of lights and people walking on the side,people standing at a walkway near a river at night,several people are walking along the river edge,people are standing at the end of a pier on a river,people are walking on the walkway next to water
48153,000000048153.jpg,a person's feet with pink shoes on a bench,there is a womans pink shoe sitting on top of a blue bench,a person in pink shoes and jeans is standing on a blue bench,a close up of a person's foot with pink shoes on,a pink shoe and jeans that are on a bench
48396,000000048396.jpg,a woman is getting ready to throw some cake,two children are standing at the dining table playing a game on the nintendo wii,there are two people standing near the table,two young people smile next to a cake,a woman standing next to a boy and table with cake on it
48504,000000048504.jpg,two elephants standing in a building next to a man,a couple of elephants standing on top of a dirty field,two elephants with a seat on the stands,there are two elephants in the ring with people,two elephants standing in a ring next to each other
48555,000000048555.jpg,there are people riding horses on the beach,a group of people riding horses across a wet beach,people racing horses on the beach together,black and white photo of four jockeys riding their horses,people are riding horses on the beach
48564,000000048564.jpg,a boy wearing a black jacket and a helmet talking on the phone,the man smiles as he talks on the phone,a young man holding up a cellular phone to his ear,a man talking on the phone while wearing a ski hat,man talking on cell phone while wearing snow helmet
48924,000000048924.jpg,a motor bike with a tent and two tents in the background,two motorcycles with a tent near by,the motorcycle is parked on dry grass near a tent,motorcycle and tent sitting in the woods on the ground,a motorcycle parked in grass next to a tent
49060,000000049060.jpg,an old black and white photo of an older steam train,a train on a track that is on the side of the road,a vintage train with steam engine pulled in to the station,a vintage photo of people standing outside a train,an old fashioned train on the tracks with some people
49091,000000049091.jpg,many signs on the side of a building in an urban area,multiple signs are hanging in an alley near a street,many signs in asian writing hang on buildings,there are many street signs in chinese and english on this photo,multiple banners hang from wires above a city street
49259,000000049259.jpg,there is a sign that says choose time to go,man laying on the grass near the ocean,man sitting on top of a bench next to a sign that says coopscove,a man relaxing near the water during the day,a man relaxes on a bench next to a sign in the grass
49269,000000049269.jpg,a horse is in the grass next to a dog,two dogs are in the grass with a horse,the horse and dog are standing in a field of grass,a horse standing in a field next to a dog,a brown horse and white dog in tall grass
49759,000000049759.jpg,a group of men playing volleyball on a sports court,a group of people playing with a volleyball ball,several people are playing volley ball on a hard court,a group of people standing around a gym,a large room filled with people and playing volleyball
49761,000000049761.jpg,zebras and wildebeests are grazing on grass in front of flamingos,a group of zebras and wildebeests at a watering hole,several zebras and antelope are on a grassy field,the zebras are eating grass in the field,many zebras are grazing on a grassy field
49810,000000049810.jpg,an orange and white cat standing next to a mirror,a close up of two cats near one another,the small kitten looks into the mirror as it stands on the floor,a cat taking a selfie in front of a mirror,a cat looking in a mirror while it's owner looks at it
50006,000000050006.jpg,a view of boats in the water and mountains in the distance,there are many boats in the water and one is docked,boats are docked at the shoreline in a harbor,a harbor with boats docked at the dock,there are many boats in the water with people walking along them
50145,000000050145.jpg,man walking down street with bike carrying luggage,a man on a bike with an umbrella,a man walking his bike down the street with no shirt on,man with no shirt on riding bicycle in asian city,a man in his underwear is standing on the side of a road while holding onto
50149,000000050149.jpg,a large group of bananas hung on a wall,a bunch of bananas hanging from the side of a wall,a bunch of bananas are hung on a ceiling,a hanging banana vendor near his stall selling bananas,bunches of bananas are hanging from a ceiling
50165,000000050165.jpg,a train traveling down tracks on top of green grass,the train is traveling through a grassy green field,an electric train passing by in a green field,a small train moves through an open green valley,an electric train in a rural countryside
